,Popularity,Recipe Name,Description,Ingredients,Directions,Category,Nutrients,Servings,Image URL
44,8,Polish Applesauce Cake,"Applesauce gives this easy Polish cake its delicious flavor. A simple batter and applesauce are layered into a sheet pan resulting in a moist, yummy cake.","['1 cup unsalted butter, at room temperature', '1 cup white sugar', '5 eggs', '3 ¼ cups all-purpose flour', '2 teaspoons baking powder', '½ cup milk', '3 ¾ cups applesauce', '1 teaspoon ground cinnamon', ""2 tablespoons confectioners' sugar for dusting""]","Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch rimmed baking sheet or baking pan and line with parchment paper.
Combine butter and sugar in a large bowl. Beat with an electric mixer until light and fluffy. Add eggs one at a time, beating well after each addition.
Mix flour and baking powder together in a bowl. Sift gradually into butter mixture, mixing well.
Transfer 6 to 8 heaping tablespoons of the cake batter, about 1 cup, to a separate bowl. Mix in milk gradually until batter is creamy and the consistency of pancake batter.
Spread thick cake batter into the prepared baking pan and level out with the back of a spoon. Mix applesauce and cinnamon together and spread on top in an even layer. Top with the thin cake batter.
Bake in the preheated oven until the top of the cake is a deep golden brown, about 50 minutes. Remove from oven and allow to cool. Dust with confectioners' sugar before cutting into squares.",Dessert,"{'calories': '397 kcal', 'carbohydrateContent': '53 g', 'cholesterolContent': '119 mg', 'fiberContent': '2 g', 'proteinContent': '7 g', 'saturatedFatContent': '11 g', 'sodiumContent': '119 mg', 'sugarContent': '26 g', 'fatContent': '18 g', 'unsaturatedFatContent': '0 g'}",12 servings,https://www.allrecipes.com/thmb/txkrtQksGLZ1e4wWhKn3gEXkLm4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5133881-7d02dab6d5f047bd90382a19353e452e.jpg
45,7,Polish Coffee Cake,This recipe makes 3 deliciously simple yeasted coffeecakes.,"['2 (.25 ounce) packages active dry yeast', '¼ cup warm water (110 degrees F/45 degrees C)', '3 cups milk', '1 cup butter', '10 eggs, beaten', '1 ½ cups white sugar', '¼ teaspoon ground nutmeg', '¼ teaspoon orange extract', '1 ½ teaspoons vanilla extract', '10 cups all-purpose flour', '1 teaspoon salt', '½ cup butter, cubed', '⅔ cup white sugar']","In a small bowl, dissolve yeast in warm water. Let stand until creamy, about 10 minutes. Warm the milk in a small saucepan until it bubbles, then remove from heat. Mix in 1 cup butter until melted. Let cool until lukewarm.
In a large bowl, beat together the eggs and 1 1/2 cups sugar. Mix in the nutmeg, orange extract, vanilla extract, and the yeast mixture. Stir in 3 cups flour and the salt. Stir in 1/3 of the milk mixture. Mix in the remaining flour and milk mixture in two alternating additions. Cover bowl, and let rise until doubled, about 45 minutes.
In a small bowl, prepare the topping by cutting together 1/2 cup butter and 2/3 cups sugar until mixture resembles coarse crumbs.
Preheat oven to 350 degrees F (175 degrees C). Lightly grease 3 10-inch Bundt pans.
Divide dough into the prepared pans, and sprinkle with the topping mixture.
Bake in preheated oven for 30 to 40 minutes, until a toothpick inserted into center comes out clean.",Dessert,"{'calories': '273 kcal', 'carbohydrateContent': '40 g', 'cholesterolContent': '74 mg', 'fiberContent': '1 g', 'proteinContent': '6 g', 'saturatedFatContent': '6 g', 'sodiumContent': '148 mg', 'sugarContent': '13 g', 'fatContent': '10 g', 'unsaturatedFatContent': '0 g'}",36 servings,https://www.allrecipes.com/thmb/S89tWEinJPI_LAFS5Fo9BXn40II=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5240986-418dded3c5dc4b29bd9cba2d70e61df6.jpg
46,0,Zeberka Wieprzowe w Sosie Wlasnym (Polish Pork Ribs in Gravy),You only need a few ingredients for these delicious Polish pork ribs in allspice-scented gravy that are great for an easy midweek dinner.,"['2 pounds pork ribs, cut into 2-inch strips', 'salt and ground black pepper to taste', '3 tablespoons vegetable oil', '2 onions, sliced', '1 cup water', '5 whole allspice berries', '2 bay leaves']","Season pork ribs with salt and pepper.
Heat oil in a large skillet over medium-high heat. Cook ribs until evenly browned, about 5 minutes per side. Add onion; cook and stir until soft and translucent, 3 to 5 minutes. Pour in water; add allspice berries and bay leaves. Cover and simmer until flavors combine, about 40 minutes. Season with salt and pepper.",Dinner,"{'calories': '507 kcal', 'carbohydrateContent': '6 g', 'cholesterolContent': '120 mg', 'fiberContent': '1 g', 'proteinContent': '29 g', 'saturatedFatContent': '13 g', 'sodiumContent': '135 mg', 'sugarContent': '2 g', 'fatContent': '40 g', 'unsaturatedFatContent': '0 g'}",4 servings,https://www.allrecipes.com/thmb/wqeNPaJoWC1TxZFZSz7X-Qjz5Xw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4540721-a0724265847c47199c89f7ff2b5167aa.jpg
47,0,Cheese-Filled Easter Polish Bread (Babka),"This sweet Polish babka, filled with a swirl of orange-flavored cream cheese, will be an impressive centerpiece for your Easter brunch.","['⅓ cup white sugar, divided', '2 tablespoons warm water (110 degrees F (43 degrees C))', '3 ⅓ teaspoons active dry yeast', '⅔ cup milk', '6 tablespoons butter, softened', '2 egg yolks, beaten', '⅔ teaspoon salt', '3 ⅓ cups all-purpose flour', '3 (8 ounce) packages cream cheese, softened', '1 cup white sugar', '2 egg yolks', '1 tablespoon orange liqueur (such as Grand Marnier®)', '½ orange, zested', '1 teaspoon vanilla extract', '½ cup white sugar', '6 tablespoons all-purpose flour', '¼ cup cold butter, cubed', '½ cup thinly sliced almonds', '1 egg white, beaten']","Mix 1 teaspoon sugar, water, and yeast together in a small bowl. Let stand until yeast softens and begins to form a creamy foam, about 5 minutes.
Heat milk in a small saucepan over medium heat until it begins to bubble. Pour into a large bowl. Stir in 6 tablespoons butter until melted. Let mixture cool to 110 degrees F (43 degrees C), about 5 minutes.
Mix remaining sugar, yeast mixture, 2 egg yolks, and salt into the milk mixture. Add 3 1/3 cups flour; knead dough until shiny and elastic.
Place dough in a greased bowl, turning to coat both sides. Cover with greased plastic wrap; let rise until doubled, 1 to 2 hours.
Combine cream cheese, 1 cup sugar, 2 egg yolks, orange liqueur, orange zest, and 1 vanilla extract in a large bowl; beat with an electric mixer until smooth.
Mix 1/2 cup sugar and 6 tablespoons flour together in a bowl. Cut in 1/4 cup cold butter with a pastry blender or 2 knives. Stir in almonds.
Grease two 9x5-inch loaf pans and line the bottom with parchment paper.
Punch down dough and divide in half. Roll 1 half into a rectangle 1/8-inch thick; keep the other half covered. Spread 1/2 of the cream cheese mixture over the dough. Fold in the short ends of the dough and roll up tightly like a jelly roll. Transfer to a prepared loaf pan. Repeat with remaining dough and cream cheese mixture.
Brush beaten egg white over the loaves; sprinkle almond topping evenly on top. Cover loaves with greased plastic wrap and let rise until dough reaches above the rim of the pans, about 1 hour.
Preheat oven to 350 degrees F (175 degrees C).
Bake loaves in the preheated oven until golden brown and an instant-read thermometer inserted into the center registers 190 degrees F (88 degrees C), 40 to 50 minutes. Cool in the pans for 5 minutes. Run a knife along the sides to loosen; let cool completely, about 30 minutes.",Bread,"{'calories': '298 kcal', 'carbohydrateContent': '32 g', 'cholesterolContent': '78 mg', 'fiberContent': '1 g', 'proteinContent': '6 g', 'saturatedFatContent': '10 g', 'sodiumContent': '189 mg', 'sugarContent': '16 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}",24 servings,https://www.allrecipes.com/thmb/yomD1R4VIq1Ceh58-498EBAM6uk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5079368-0d99a90157014f1b92a9e245edc8e9b9.jpg
48,0,Sliwkowka Czyli Nalewka ze Sliwek (Polish Purple Plum Liqueur),Purple plums and sugar are steeped in 190-proof rectified alcohol and vodka for more than 5 months to make this homemade Polish liqueur.,"['2 pounds plums, pitted and sliced', '2 cups pure rectified alcohol (190 proof)', '2 tablespoons pure rectified alcohol (190 proof)', '2 cups vodka', '2 tablespoons vodka', '1 ½ cups white sugar']","Place plums in a glass carboy used for brewing. Pour in 2 cups plus 2 tablespoons rectified alcohol and 2 cups plus 2 tablespoons vodka. Seal and store in a cool, dark place for 5 weeks.
Stir sugar into the carboy. Seal and store in a cool, dark place for 4 weeks.
Strain liqueur through a sieve lined with muslin cloth. Pour liqueur into bottles, seal, and store in a cool, dark place for at least 3 months before using.",Drink,"{'calories': '263 kcal', 'carbohydrateContent': '25 g', 'fiberContent': '1 g', 'proteinContent': '0 g', 'sodiumContent': '1 mg', 'sugarContent': '24 g', 'fatContent': '0 g', 'unsaturatedFatContent': '0 g'}",16 servings,https://www.allrecipes.com/thmb/0Kd2YnVIx2Ua5KwS__cUDRtwiLw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4537039-796e1df933d640d194a23441b1466e27.jpg
49,0,Mazurek (Polish Easter Cake),This mazurek is a beautiful Polish sheet cake served on Easter. It features a flower decoration made of 2 different-colored jams and flaked almonds.,"['1 ½ cups unsalted butter, at room temperature', '2 tablespoons unsalted butter, at room temperature', '¾ cup white sugar', '1 large egg', '3 hard-boiled egg yolks, mashed', '3 cups all-purpose flour', '1 cup ground almonds', '2 teaspoons lemon zest, or to taste', '1 large beaten egg', '¼ cup water', '3 tablespoons unflavored gelatin', '½ cup cherry preserves', '½ cup apricot preserves', '¼ cup sliced almonds', '¼ cup candied cherries, halved, or more as needed']","Make cake: Combine 1 1/2 cups plus 2 tablespoons butter, sugar, and egg in a large bowl; beat with an electric mixer until creamy. Beat in mashed egg yolks until incorporated. Add flour, ground almonds, and lemon zest. Knead into a dough. Cover and refrigerate for 1 hour.
Preheat the oven to 400 degrees F (200 degrees C). Line a rimmed baking sheet with parchment paper.
Roll out 2/3 of the dough on a lightly floured surface into a rectangle the size of the baking sheet. Lay onto the prepared baking sheet. Roll remaining dough into finger-thick rolls. Press dough rolls onto cake in a diamond-shaped pattern. Brush rolls with beaten egg.
Bake in the preheated oven until golden brown, 20 to 25 minutes.
Make decoration: Pour water into a small saucepan. Sprinkle gelatin powder on top. Let stand until softened, about 1 minute. Place over low heat; stir constantly until granules are completely dissolved, about 3 minutes.
Heat cherry and apricot preserves in 2 separate small pots over low heat until hot. Strain through a fine-mesh sieve into 2 separate bowls. Mix 1/2 of the dissolved gelatin into each flavor.
Alternate filling the diamond shapes of cake with the 2 different flavors. Arrange almonds and candied cherries into flower shapes on top.",Dessert,"{'calories': '275 kcal', 'carbohydrateContent': '30 g', 'cholesterolContent': '73 mg', 'fiberContent': '1 g', 'proteinContent': '6 g', 'saturatedFatContent': '8 g', 'sodiumContent': '17 mg', 'sugarContent': '10 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",24 servings,https://www.allrecipes.com/thmb/9WdlPVDflq4hG2qMygOBPGJsHU4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5133899-4606d030bf144ff8ae5d65f08220eb09.jpg
50,0,Botwinka (Polish Vegetable Soup with Beet Greens),"Botwinka is a Polish vegetarian soup that combines beet greens, beets, carrots, parsnip, celeriac, leek, and potatoes with hard-boiled eggs.","['2 carrots, peeled and diced', '1 parsnip, peeled and diced', '½ celery roots (celeriac), peeled and cubed', '1 leek, sliced', 'cold water to cover', '5 beets with leaves and stems - beets peeled and chopped, leaves sliced', '3 potatoes, diced', '1 cube vegetable bouillon', '1 tablespoon white sugar', '1 dash lemon juice, or to taste', 'salt and pepper to taste', '3 tablespoons heavy cream', '2 tablespoons all-purpose flour', '3 eggs, hard boiled', '1 tablespoon chopped fresh dill, plus more for garnish']","Combine carrot, parsley root, celeriac, and leek in a large pot. Cover with water and bring to a boil. Add potatoes and stock cube. Add beet and beet leaves and cook until beet and beet greens are tender, about 25 minutes. Season with sugar, lemon juice, salt, and pepper. Simmer until flavors are well combined, about 5 minutes. Remove from heat.
Combine cream, flour, and 3 tablespoons of soup and mix until smooth. Add to pot and stir in well. Place pot back on stove and bring to a boil. Add dill and remove from heat.
Divide hardboiled eggs among 3 bowls. Ladle soup on top of eggs and garnish with dill.",Dinner,"{'calories': '482 kcal', 'carbohydrateContent': '84 g', 'cholesterolContent': '184 mg', 'fiberContent': '14 g', 'proteinContent': '16 g', 'saturatedFatContent': '5 g', 'sodiumContent': '386 mg', 'sugarContent': '21 g', 'fatContent': '11 g', 'unsaturatedFatContent': '0 g'}",3 servings,https://www.allrecipes.com/thmb/s84_iP3QCe1k_9KDIzBzSTktrfc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4543030-216fc0dc63ce4907beed63c585238d1c.jpg
51,16,Stuffed Cabbage Rolls,"This cabbage rolls recipe features tender cabbage leaves filled with savory beef and rice, simmered in tomato soup for a Polish-inspired favorite.","['⅔ cup water', '⅓ cup uncooked white rice', '8 cabbage leaves', '1 pound lean ground beef', '¼ cup chopped onion', '1 large egg, slightly beaten', '1 (10.5 ounce) can condensed tomato soup, divided', '1 teaspoon salt', '¼ teaspoon ground black pepper']","Gather all ingredients.
Bring water and rice to a boil in a saucepan.
Reduce heat to low, cover, and simmer until rice is tender and liquid has been absorbed, about 20 minutes.
Meanwhile, bring a large, wide saucepan of lightly salted water to a boil. Add cabbage leaves and cook for 2 to 4 minutes or until softened; drain.
Combine ground beef, 1 cup of cooked rice, onion, beaten egg, 2 tablespoons of tomato soup, salt, and pepper in a large bowl; mix thoroughly.
Spoon about 2 tablespoons of beef mixture onto each cabbage leaf.
Bring one end of the cabbage leaf over the mixture.
Roll and tuck in the ends to prevent the filling from falling out.
Place cabbage rolls in a large skillet over medium heat.
Pour remaining tomato soup on top
Cover and bring to a boil; reduce heat to low and simmer for about 40 minutes, stirring and basting with the liquid often.
Serve and enjoy!",Dinner,"{'calories': '223 kcal', 'carbohydrateContent': '13 g', 'cholesterolContent': '66 mg', 'fiberContent': '1 g', 'proteinContent': '13 g', 'saturatedFatContent': '5 g', 'sodiumContent': '657 mg', 'sugarContent': '3 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",8 servings,https://www.allrecipes.com/thmb/XfBt4brgnhTZkigUEca6RU5uS94=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/26661-Stuffed-Cabbage-Rolls-ddmfs-4x3-62d721db9b4445ceb9273ceb18cd3bed.jpg
52,13,Homemade Farmer's Cheese,Make your own farmer's cheese at home with a Polish grandmother's very own recipe. Then enjoy the soft cheese for snacking for up to a week!,"['1 gallon whole milk', '1 pinch salt', '1 large lemon, juiced']","Pour milk into a large pot, then stir in salt. Bring to a boil over medium heat, stirring occasionally to prevent milk from scorching on the bottom of the pot.
When milk begins to boil (small bubbles will first appear at the edges), turn off the heat. Stir in lemon juice. Milk will curdle; you may need to wait 5 to 10 minutes.
Line a sieve or colander with a cheesecloth. Pour milk through the cloth to catch the curds. Gather cheesecloth around the cheese and squeeze out as much liquid (whey) as you can. What is left in the cheesecloth is farmer's cheese. Use the whey for another use (some people drink it), or discard. Wrap cheese in plastic or place in an airtight container.",Snack,"{'calories': '148 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '24 mg', 'fiberContent': '0 g', 'proteinContent': '8 g', 'saturatedFatContent': '5 g', 'sodiumContent': '98 mg', 'sugarContent': '11 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",16 servings,https://www.allrecipes.com/thmb/2luodN_XE4H_k4UvT5B-_AjcDVo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/267521-606a9cffa9874112ab9aad7b1257e39b.jpg
53,13,Beef and Cabbage (Lazy Golumpki),"Beef and cabbage are baked with rice and tomatoes in this lazy version of golumpki, a traditional Polish cabbage and beef dish.","['1 head green cabbage, cut into bite-size pieces', '1 pound ground beef', '1 teaspoon salt', '1 teaspoon dried parsley', '¼ teaspoon onion powder', '⅛ teaspoon ground black pepper', '2 cups water', '1 cup white rice', ""1 (10.5 ounce) can condensed tomato soup (such as Campbell's)"", ""1 (32 ounce) container crushed tomatoes (such as Hunt's)""]","Boil cabbage in a stockpot until tender, 10 to 15 minutes. Drain well.
Heat a large skillet over medium-high heat. Cook and stir beef in the hot skillet until browned and crumbly, 5 to 7 minutes; drain and discard grease. Mix salt, parsley, onion powder, and black pepper into ground beef.
Bring water and rice to a boil in a saucepan. Reduce heat to medium-low, cover, and simmer until rice is tender and liquid has been absorbed, 20 to 25 minutes. Stir tomato soup and crushed tomatoes together in a bowl.
Preheat oven to 350 degrees F (175 degrees C).
Combine cabbage, seasoned ground beef, rice, and tomato mixture together in a bowl; transfer to a 9x13-inch baking dish.
Bake in the preheated oven until bubbling, about 45 minutes.",Dinner,"{'calories': '287 kcal', 'carbohydrateContent': '37 g', 'cholesterolContent': '35 mg', 'fiberContent': '5 g', 'proteinContent': '14 g', 'saturatedFatContent': '4 g', 'sodiumContent': '727 mg', 'sugarContent': '10 g', 'fatContent': '10 g', 'unsaturatedFatContent': '0 g'}",8 servings,https://www.allrecipes.com/thmb/Z_ZLZasm0t3zarLyECRmzrEaqEk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/244848beef-and-cabbage-lazy-golumpkiFranceC4x3-5948fb322f884936a5e5e0a43f56539c.jpg
54,10,Rogaliki Holiday Cookies,"This is a Polish, crescent-shaped cookie my aunt used to make as a Thanksgiving holiday treat. Although I'm not Polish, I make them too, and serve them on a cold winter's night with hot coffee or tea.","['1 cup unsalted butter, at room temperature', '½ cup white sugar', '1 egg yolk', '1 teaspoon vanilla extract', '¼ cup chopped blanched almonds', '1 ⅔ cups all-purpose flour', ""Confectioners' sugar for dusting""]","Preheat oven to 350 degrees F (175 degrees C).
Cream together the butter and sugar until light and fluffy. Add the egg, vanilla, and almonds; mix a few seconds until well incorporated. Stir in the flour until a dough forms.
Roll the dough into a rope 3/4-inch thick. Cut the rope into 3-inch long pieces. Shape the cookies by rolling each piece back and forth while pressing down gently with two fingers on each end until the piece is about 5-inches long. The dough piece should be plump in the center, and thinner on it's ends. Repeat with remaining cookies.
Place the cookies onto a cookie sheet, bending the ends toward each other to form a crescent 'C' shape. Bake in preheated oven until the edges have turned golden brown, about 20 minutes. Dust immediately with powdered sugar, then cool completely on a wire rack.",Dessert,"{'calories': '125 kcal', 'carbohydrateContent': '11 g', 'cholesterolContent': '29 mg', 'fiberContent': '0 g', 'proteinContent': '1 g', 'saturatedFatContent': '5 g', 'sodiumContent': '2 mg', 'sugarContent': '5 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",24 servings,https://www.allrecipes.com/thmb/oi0DBMPIvulkNWL8wZio1zV3mNA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2381998-5c86991a77a140408181fe7aa2e748a3.jpg
55,11,Chef John's Potato and Cheese Pierogi,"Handed down by his Polish grandmother, this potato and cheese pierogi recipe might just be Chef's John's favorite recipe ever.","['3 ½ cups all-purpose flour, or more as needed', '1 teaspoon kosher salt', '¼ cup vegetable oil', '1 cup warm water (120 to 130 degrees F/50 degrees C)', '2 tablespoons warm water (120 to 130 degrees F/50 degrees C)', '½ cup unsalted butter', '1 large yellow onion, diced', '½ teaspoon kosher salt', '3 medium russet potatoes, peeled and quartered', ""16 ounces farmer's cheese"", '1 ½ teaspoons kosher salt', '1 teaspoon ground black pepper', '1 pinch cayenne pepper, or to taste', '1 tablespoon unsalted butter, or more as needed', '2 tablespoons sour cream, or to taste (Optional)', '2 teaspoons snipped fresh chives, or to taste (Optional)']","Prepare dough: Mix 3 ½ cups flour and salt together in a large bowl, then make a well in the center. Pour vegetable oil and 1 cup plus 2 tablespoons warm water into the well. Stir to form a shaggy dough that just pulls away from the sides of the bowl. Use a little flour to clean the dough off the spoon.
Transfer dough to a work surface; press and knead for a few minutes until you have a smooth, soft dough. You can add a little more flour if it's too sticky but don't add too much. Form dough into a ball and wrap in plastic. Leave on the counter for 1 hour or pop it into the refrigerator for 3 hours to overnight.
Prepare buttered onions: Melt butter in a skillet over medium heat. Add onion and salt and sauté, stirring occasionally, until golden brown, 8 to 10 minutes. Turn off the heat and let mixture cool a bit, then transfer to a bowl and reserve until needed.
Prepare filling: Place potatoes into a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender, about 20 minutes. Drain well and mash until smooth. Let cool to room temperature, 10 to 15 minutes.
Place farmer's cheese in a bowl and break it up with a spoon. Add salt, pepper, and cayenne, then add 2 to 3 heaping spoons of the buttered onions. Be sure to drain off most of the butter so you're adding mostly onions. Mix just until ingredients are evenly combined.
Add cooled mashed potatoes and mix until thoroughly combined. Set aside while you roll the dough.
Roll ¼ of the dough at a time on a floured surface until very thin, at least 1/8-inch thick or thinner if possible. Cut 3 ½-inch circles out of the dough, saving all scraps for re-rolling.
Add about 2 tablespoons filling to the center of each circle. Moisten your fingertips with water and wet the edges, then fold the dough over the filling and seal the two edges together in the center. Flatten the filling very lightly under the dough as you press and seal the edge of each pierogi with your fingers, working from the center to the ends. Try not to trap air in the pierogi as you seal. The edge can be left as is, or you can pinch the dough every inch or so to make pleats for a more decorative appearance.
Bring a large pot of salted water to a boil. Add pierogi in batches and cook for about 2 to 3 minutes (they may or may not float to the top.)
While the pierogi are boiling, melt butter in a nonstick skillet over medium heat.
Transfer pierogi from the boiling water directly into the melted butter. Cook until light golden brown, about 2 minutes per side or longer if more browning is desired.
Continue boiling and browning pierogi in batches as needed.
Transfer to a plate and spoon buttered onions over top. Garnish with sour cream and chives.",Dinner,"{'calories': '739 kcal', 'carbohydrateContent': '68 g', 'cholesterolContent': '96 mg', 'fiberContent': '3 g', 'proteinContent': '23 g', 'saturatedFatContent': '24 g', 'sodiumContent': '1267 mg', 'fatContent': '42 g', 'unsaturatedFatContent': '0 g'}",7 servings,https://www.allrecipes.com/thmb/ys3MWg8XsEDVMouqHBL0Q1J86cc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/IMG_2494-2000-cb7d6d6356e148b69c58406982e4c6a8.jpg
56,15,Apple Banana Cupcakes,This is a cupcake that smells as good as it tastes. It's an old Polish recipe from some of the best bakers in Milwaukee!,"['2 cups all-purpose flour', '1 teaspoon baking soda', '1 teaspoon salt', '½ teaspoon ground cinnamon', '½ teaspoon ground nutmeg', '⅔ cup shortening', '1 ¼ cups white sugar', '2 eggs', '1 teaspoon vanilla extract', '¼ cup buttermilk', '1 cup ripe bananas, mashed', '2 apples - peeled, cored and shredded']","Preheat oven to 375 degrees F (190 degrees C). Grease and flour 24 muffin cups, or use paper liners. Sift together the flour, baking soda, salt, cinnamon, and nutmeg. Set aside.
In a large bowl, cream together the shortening and sugar until light and fluffy. Beat in the eggs one at a time, then stir in the vanilla and buttermilk. Beat in the flour mixture, mixing just until incorporated. Fold in the mashed bananas and shredded apples. Fill each muffin cup half full.
Bake in the preheated oven for 20 to 25 minutes, or until a toothpick inserted into the center comes out clean. Allow to cool.",Dessert,"{'calories': '151 kcal', 'carbohydrateContent': '22 g', 'cholesterolContent': '16 mg', 'fiberContent': '1 g', 'proteinContent': '2 g', 'saturatedFatContent': '2 g', 'sodiumContent': '158 mg', 'sugarContent': '13 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",24 servings,https://www.allrecipes.com/thmb/Xiy65CncM9G3LGO54GI2P1G70NU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/593177-e083b4b57546454da0d7f600bf451546.jpg
57,13,Easy Potato Sausage Soup,"This soup is a very easy, appetizing way to have dinner or lunch! Onions, carrots, green bell pepper, and polish sausages pack a flavorful punch!","['2 onions, chopped', '½ cup margarine', '4 cups diced potatoes', '1 (10 ounce) package frozen diced carrots', '1 pound Polish sausage, sliced', '1 green bell pepper, chopped', '3 cups water', '1 teaspoon salt', '½ teaspoon ground black pepper', '3 cups milk', '¾ cup dry potato flakes']","Using a large saucepan, brown onion in butter.
Add potatoes, carrots, green peppers, sausage, water, salt and pepper. Cook on low, for about 45 minutes or until the potatoes are creamy.
Add milk and cook until heated through and then add instant potato flakes. If you want a creamy potato soup add a 1/2 cup potato flakes, or if you want your soup thick like stew add 1 cup of potato flakes.
Let soup sit for approximately 5 minutes in order to thicken and then serve.",Dinner,"{'calories': '578 kcal', 'carbohydrateContent': '38 g', 'cholesterolContent': '63 mg', 'fiberContent': '5 g', 'proteinContent': '18 g', 'saturatedFatContent': '12 g', 'sodiumContent': '1326 mg', 'sugarContent': '11 g', 'fatContent': '40 g', 'unsaturatedFatContent': '0 g'}",6 servings,https://www.allrecipes.com/thmb/vdgHytQd78W7ElpLmBDaw6GEAfU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/515187-49681f8133db4866bbf72d07195cf7dc.jpg
58,13,Big Ray's Kielbasa Cabbage Skillet for a Crowd,"Big Ray's kielbasa cabbage skillet for a crowd includes Polish sausage, cabbage, and potato. The skillet dinner is perfect for camping or potlucks.","['3 large potatoes, cubed', '¼ cup unsalted butter, divided', '2 onions, chopped', '1 pound Polish kielbasa sausage, cut into 1/2-inch slices', '1 large head cabbage, coarsely chopped', '2 (15 ounce) cans diced tomatoes', '¼ cup white sugar', '1 tablespoon paprika']","Place potatoes in a microwave-safe bowl. Microwave at high power until partially tender, about 8 minutes. Set aside.
Heat 2 tablespoons butter in a Dutch oven or large cast-iron skillet over medium heat. Add onions and sausage; cook and stir until browned, about 5 minutes. Transfer to a bowl.
Heat remaining 2 tablespoons butter in the Dutch oven. Add cabbage; cook and stir until tender, about 5 minutes.
Combine tomatoes, sugar, and paprika in a bowl; pour over cabbage and bring to a boil. Reduce heat; add potatoes and sausage mixture. Cover Dutch oven; simmer until potatoes are tender, about 40 minutes.",Dinner,"{'calories': '897 kcal', 'carbohydrateContent': '94 g', 'cholesterolContent': '112 mg', 'fiberContent': '17 g', 'proteinContent': '27 g', 'saturatedFatContent': '24 g', 'sodiumContent': '1424 mg', 'sugarContent': '34 g', 'fatContent': '47 g', 'unsaturatedFatContent': '0 g'}",4 servings,https://www.allrecipes.com/thmb/H6bD7obRkP7yBvCjXhDJ5os2N4o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4475779-d442c90c2f1d4a9eb75e30d91389b093.jpg
